num	attraction	latitude	longitude
1304	The Noble Sage Art Gallery	51.5898408	-0.1634065
1305	Roman Black Gallery	51.4770423	-0.2028388
1306	Agnew's	51.5084283	-0.1405032
1307	Norton Folgate Alms Houses	51.5196005	-0.0739655
1308	Artillery Passage	51.5180853	-0.0774005
1309	The Inner Temple Library	51.512938	-0.109615
1310	Capital Art Gallery	51.4566738	0.05086
1311	Our Most Holy Redeemer & S. Thomas More Catholic Church	51.4833669	-0.1699128
1312	Drury Lane Gardens	51.5145532	-0.1213633
1313	Chats Palace	51.550211	-0.042876
1314	Tom Cribbs memorial	51.4915166	0.0614466
1315	St Mary's Stoke Newington	51.56083	-0.08448889999999999
1316	Roundwood Park	51.54173429999999	-0.2352174
1317	Eagle Squadrons Memorial	51.5115144	-0.1499934
1318	Sir Henry Wilson Bart	51.51875159999999	-0.0814374
1319	Queen Caroline's Temple	51.5047891	-0.1750075
1320	The Temple Gallery	51.51039489999999	-0.2102845
1321	Mile End Park	51.5265301	-0.0368102
1322	Kachette	51.5273581	-0.0786262
1323	Lesley Craze Gallery	51.5228824	-0.1059221
1324	De Morgan Centre	51.4570179	-0.2010319
1325	Holy Trinity Eltham	51.44862639999999	0.0640883
1326	Baroness Burdett Coutts Drinking Fountain	51.5365614	-0.038972
1327	Van Gogh Exhibition	51.5094426	-0.1398686
1328	St George in the East Church	51.51000000000001	-0.059722
1329	Will To Win Tennis - Regents Park	51.525577	-0.153803
1330	Browse & Darby Gallery	51.51002219999999	-0.1410368
1331	Leg O Mutton Reservoir	51.4815208	-0.2470320999999999
1332	Atom Gallery	51.5551174	-0.0897111
1333	Druid St Market	51.4991199	-0.0736468
1334	Centre of the Cell	51.516594	-0.06108899999999999
1335	St Georges Garrison Church	51.4862269	0.0630514
1336	Albion Riverside	51.4794435	-0.1702983
1337	The Graffiti Life Gallery	51.5234776	-0.07039580000000001
1338	Well street market	51.5446023	-0.046576
1339	Oasis Farm Waterloo	51.498482	-0.116426
1340	Bermondsey Project Space	51.498722	-0.080986
1341	Leeke Street	51.5073509	-0.1277583
1342	Camberwell Old Cemetary	51.441035	-0.061009
1343	Wendell Park Market	51.50337	-0.248932
1344	Kynance Mews	51.4964763	-0.1790976
1345	Phoenix Garden	51.5144001	-0.1285292
1346	Kenley Common	51.31900839999999	-0.09878719999999999
1347	Zari Gallery	51.5177012	-0.1359482
1348	The Temple	51.5680381	0.042394
1349	Canonbury Grove	51.5412621	-0.08813879999999999
1350	Palewell Common and Fields	51.4593778	-0.2625779
1351	Potterton Books	51.48984859999999	-0.1560137
1352	City Business Library	51.51584580000001	-0.09280139999999999
1353	Alfred Hitchcock Mosaics -Leytonstone tube station	51.5682983	0.008291999999999999
1354	The Danish Church of St Katharine's	51.5338411	-0.146739
1355	Garden Suburb Theatre	51.5875962	-0.1957043
1356	St. Peter the Apostle	51.4883795	0.06669459999999999
1357	The Abercorn Arms, Teddington	51.4285101	-0.3383233
1358	T.S. Eliot Home	51.49995269999999	-0.1877162
1359	Weird Beard	51.5001088	-0.3381976
1360	Bramley's Big Adventure	51.5163427	-0.2168458
1361	Serena Morton 11 Gallery	51.5237771	-0.213899
1362	The Gina Cabaret	51.4582607	-0.05216759999999999
1363	Royal Pharmaceutical Society Museum	51.4944307	-0.1192782
1364	Eames Fine Art	51.5017655	-0.08240109999999999
1365	The Lemongrove Gallery	51.4922811	-0.2617466
1366	South London Botanical Institute	51.442211	-0.1051392
1367	Half Moon Theatre	51.5132552	-0.0411389
1368	Clapton Pond	51.5553212	-0.0543512
1369	The Home Office Building	51.4958548	-0.1299
1370	Thackeray Gallery	51.50051020000001	-0.1887752
1371	My Old Dutch	51.4689206	-0.2582967
1372	Sidmouth Park	51.560985	-0.0070747
1373	Walthamsow Reservoirs	51.5073509	-0.1277583
1374	Old Ford Lock at Bow Wharf Canalside	51.5319331	-0.0413143
1375	Waddington Galleries	51.510164	-0.141449
1376	Thames Baths Lido	51.5112296	-0.1139601
1377	Britain's Museum of Popular Music	51.51738	-0.08842900000000001
1378	Anerley Methodist Church	51.4149486	-0.0611858
1379	The London Ale Trail	51.51739	-0.1200033
1380	The Mystery of Edwin Drood	51.51200009999999	-0.1275659
1381	Windrush Square	51.460992	-0.11492
1382	St. Mark’s	51.48269699999999	-0.114741
1383	Willesden Jewish Cemetery	51.548961	-0.239096
1384	Maryon Park	51.6116472	-0.1207212
1385	Heathrow Travel Information Centre	51.4713495	-0.4523915000000001
1386	Partizan Brewing	51.4914763	-0.05758360000000001
1387	Statue of John Wesley	51.5132942	-0.0989009
1388	King's Cross Methodist Church	51.530006	-0.1224151
1389	The Salvation Army International Heritage Centre	51.4677295	-0.0887369
1390	Bomber Harris Memorial	51.5132886	-0.1147497
1391	Knights Templar Column	51.5128905	-0.1097816
1392	Nine Elms Sunday Market	51.47955	-0.138273
1393	St Andrew's Gardens	51.5261949	-0.117534
1394	Church of St. Botolph without Bishopsgate	51.5138557	-0.075803
1395	Cortesi Gallery London	51.51267439999999	-0.142934
1396	Tyburn Convent	51.5131281	-0.163617
1397	Blackwall Tunnel	51.3689461	-0.3824198
1398	The Approach	51.40905240000001	-0.2287862
1399	The Jubilee Greenway	45.4408474	12.3155151
1400	Holborn Viaduct	51.51710600000001	-0.1044407
1401	Red Lion Square Gardens	51.5197187	-0.1171149
1402	The Museum of Wimbledon	51.4233596	-0.216495
1403	Walpole cinema facade	51.51156169999999	-0.3095093
1404	Wembley Park	51.55916449999999	-0.2806691
1405	Holy Trinity Church	51.4376527	-0.1620099
1406	The Penny Panther	51.5093526	-0.1516768
1407	Jumping Jacks Play Cafe	51.4648499	-0.2458613
1408	FreeFit	51.563296	-0.107435
1409	St John's Wood Church	51.53046819999999	-0.1682359
1410	Vauxhall Pleasure Gardens	51.489151	-0.1189319
1411	Putney Vale Cemetery	51.4384234	-0.2474287
1412	St. Mary's Church	51.5383594	-0.1017938
1413	St. Anne's Church, Limehouse	51.509947	-0.0302813
1414	Cartwright Gardens	51.5268433	-0.1274245
1415	St Peter's Church	51.5151782	-0.1471759
1416	Corpus Christi Catholic Church	51.5109066	-0.1224071
1417	Emily Pankhurst Statue	51.4969444	-0.125
1418	Hampstead Food Market	51.55631380000001	-0.1793191
1419	Soup Kitchen for the Jewish Poor	51.5179516	-0.07509009999999999
1420	The Sidings N21	51.6337769	-0.1011213
1421	St Stephen's Church	51.4952605	-0.1829272
1422	Ellis Street	51.4942999	-0.1574088
1423	Middlesex Guildhall	51.5005874	-0.1278586
1424	Swiss Cottage Climbing Centre	51.542131	-0.172711
1425	Dana Centre	51.4970922	-0.1790556
1426	EeBria Taproom	51.491722	-0.0595668
1427	Eltham Parish Church	51.45112899999999	0.0507501
1428	Whittington Park	51.563469	-0.1298359
1429	Nederlandse Kerk	51.5154463	-0.0855245
1430	St Mary's Secret Garden	51.5329558	-0.0760484
1431	St. Augustine's Tower	51.5498764	-0.05193329999999999
1432	St. Philip's Church	51.4961364	-0.1970102
1433	St Georges RC Cathedral	51.4964263	-0.105544
1434	Russian National Tourist Office	51.5088097	-0.1949508
1435	Eltham Park South	51.45753	0.0645018
1436	Metropolitan Tabernacle Baptist Church at Elephant and Castle	51.4944201	-0.1006993
1437	Peasants' Revolt Plaque	51.5167628	-0.0986751
1438	Crosby Hall	51.4822217	-0.1730869
1439	Kensington Temple	51.5100772	-0.1986303
1440	St Katherine Cree	51.5134617	-0.0790092
1441	Church of Saint Anselm & Saint Cecilia	51.5167207	-0.1189408
1442	Church of St James the Less	51.490707	-0.1348349
1443	Great Eastern Railway War Memorial	51.51875159999999	-0.0814374
1444	Resistance Gallery	51.5296672	-0.05669519999999999
1445	The Dockers Sculpture	51.5077767	0.0300599
1446	St Edmund, King and Martyr Church	51.51229319999999	-0.0863391
1447	O2 Shop	51.5071642	-0.2215418
1448	St George's Campden Hill	51.50652059999999	-0.2010292
1449	RHS Lindley Library	51.4945035	-0.1346415
1450	Lord Portal of Hungerford	51.5101078	-0.1174064
1451	Peckham Platform	51.47384169999999	-0.0693773
1452	Bramford Gardens	51.4603495	-0.1882435
1453	Wanstead Flats Playing Fields	51.5552015	0.0359817
1454	Brockley and Ladywell Cemeteries	51.4547755	-0.0324155
1455	Hermitage Rooms at Somerset House	51.511059	-0.117148
1456	London Fo Guang Shan Temple	51.517095	-0.1381836
1457	Speke Monument	51.506987	-0.179165
1458	Sir Hugh Myddelton Statue	51.5365435	-0.1032053
1459	Thames Galleries	51.4681715	-0.2231666
1460	Chelsea Affiliated Synagogue	51.4881459	-0.1628046
1461	London Underwriting Centre	51.5106072	-0.0814128
1462	Hamilton's	51.5105184	-0.1498129
1463	Studio Fusion Gallery	51.5083466	-0.1082782
1464	Pangolin London	51.534935	-0.121753
1465	St. Pius X Catholic Church	51.521528	-0.2138413
1466	Streatham Ice and Leisure Centre	51.4237489	-0.1312552
1467	The Reel Poster Gallery	51.5153956	-0.1926185
1468	Rupert Cavendish	51.4915659	-0.1602574
1469	New Caledonian Market	51.50068340000001	-0.0818074
1470	Freightliners City Farm	51.54777499999999	-0.111466
1471	Parson's Green Farmers' Market	51.4719186	-0.2044951
1472	Goethe Institute	51.4995981	-0.1740018
1473	Quantum Cloud (sculpture).	51.50222	0.009189
1474	Picks Cottage Fishery Ltd	51.65107	-0.00772
1475	Finsbury Square	51.5213225	-0.08710319999999999
1476	Sutton Junior Tennis Club	51.38080799999999	-0.19321
1477	Prince Henry's Room	51.5136619	-0.1108935
1478	Dolphin Swimming Club	51.5221648	-0.1313168
1479	Aladdins	51.56945589999999	-0.1243966
1480	Grosvenor Prints	51.5132661	-0.1266117
1481	Storeys	51.5100255	-0.2268465
1482	Crofton Park Library	51.4553602	-0.0363633
1483	Electric Avenue	51.4622233	-0.1140086
1484	FA Premier League Hall of Fame	51.5073509	-0.1277583
1485	50 St James	51.58098	-0.03289
1486	Altab Ali Park	51.516148	-0.067562
1487	Wimbledon Art Studios	51.4325917	-0.188108
1488	St Cuthbert’s Church	51.4906849	-0.2000532
1489	The View	51.6344724	0.0172121
1490	Viscount Palmerston Statue	51.5005396	-0.1275137
1491	Royal Arsenal Farmers' Market	51.494211	0.06955399999999999
1492	Sussex Gardens Open Space	51.5133522	-0.1752893
1493	Old Gloucester Street Garden	51.5073509	-0.1277583
1494	Lady Henry Somerset Memorial	51.5101078	-0.1174064
1495	Statue of John Stuart Mill	51.5103872	-0.1163808
1496	Angel Central Shopping Centre	51.5340547	-0.106413
1497	Sladmore Gallery	51.5098007	-0.1445802
1498	Cricket Fine Art	51.4859956	-0.1804968
1499	Ditton Park	51.4913641	-0.5601524999999999
1500	High Street	51.5341761	-0.007005699999999999
1501	Southeastern	51.5073509	-0.1277583
1502	Princes Arcade	51.5081621	-0.1376937
1503	Ridley Road Market	51.548156	-0.07567120000000001
1504	Lordship Recreation Ground	51.4493611	-0.07453499999999999
1505	Museum of Soho	51.5109208	-0.1355804
1506	Parliament Hill Athletics Track	51.557101	-0.155636
1507	Fruit & Veg Fresh Smoothie	51.5468719	-0.09878519999999999
1508	Abbott's Park	51.5715409	-0.007795900000000001
1509	The Georgian Squares of London	51.5073509	-0.1277583
1510	East End gallery-hopping	51.526287	-0.061433
1511	Randolph Road	51.5236473	-0.1811365
1512	Israel Zangwill's House	51.5325451	-0.042711
1513	The london stone	51.5115858	-0.0894451
1514	Petticoat Lane	51.5164594	-0.0766177
1515	The hot box	51.50468679999999	-0.1264517
1516	Capital Car Boot Sale	51.4883397	-0.1373051
1517	Broad Street Cholera Pump	51.5133968	-0.1365473
1518	Sutcliffe Park	51.4530258	0.0290588
1519	Sunnamusk	51.5173292	-0.0673631
1520	The Eltham Centre	51.451454	0.0576372
1521	Earls Court Exhibition Center	51.5073509	-0.1277583
1522	Southmere Park	51.4994588	0.1272493
1523	Museum of Architecture	51.4960906	-0.1701625
1524	Euston Square Gardens	51.52671549999999	-0.1326658
1525	Chelsea Sports Centre	51.4868864	-0.1671903
1526	Whitfield Fine Art	51.51426799999999	-0.1456187
1527	Pancras Square Leisure Centre	51.5338304	-0.1249583
1528	Southeastern Railway	51.5073509	-0.1277583
1529	Crystal Palace National Sports Centre	51.4186446	-0.07429569999999999
1530	Cheney Road	51.5073509	-0.1277583
1531	East Ham Market Hall	51.5342751	0.05250929999999999
1532	Menier Gallery	51.5046425	-0.09436069999999999
1533	Kinetica Museum	51.5429653	-0.0579642
1534	Toynbee Studios	51.5164847	-0.0723207
1535	Werner Gallery	51.51141819999999	-0.1560861
1536	Westow Street Market	51.41834009999999	-0.0813019
1537	Highbury Pool	51.54805589999999	-0.1047369
1538	Magda Danysz Gallery	51.5197847	-0.1362932
1539	Connaught village	51.5145996	-0.1653238
1540	Waterfront Leisure Centre	51.4939971	0.06340939999999999
1541	Ben Oakley Gallery	51.481338	-0.0085874
1542	Westminster PT Academy	51.5213905	-0.1312256
1543	The Coronet	51.4950179	-0.09880979999999999
1544	Queen Mother Sports Centre	51.4933325	-0.1405268
1545	Pirates Playhouse	51.56526119999999	-0.0926153
1546	Excess Baggage Company	51.5073509	-0.1277583
1547	Hornsey Town Hall Arts Centre	51.5786849	-0.1227248
1548	Jurassic Kingdom	51.4838901	-0.348405
1549	Millicent Fawcett Statue	51.5006826	-0.1274981
1550	Camden High Street	51.53531479999999	-0.138916
1551	Philip Mould & Co	51.50690909999999	-0.1337699
1552	Flowers Gallery	51.5101802	-0.1410114
1553	Swiss Cottage Farmers' Market	51.5446481	-0.1695093
1554	London Sri Mahalakshmi Temple	51.5406065	0.0504064
1555	Sprueth Magers	51.51004340000001	-0.1436872
1556	Architectural Association School of Architecture	51.5182997	-0.1308269
1557	George Canning Statue	51.5006826	-0.1274981
1558	Bethnal Green Gardens	51.5073509	-0.1277583
1559	Bust of Jawaharlal Nehru	51.5120525	-0.2334815
1560	Statue of Samuel Johnson	51.5130722	-0.1141015
1561	Stairway to Heaven Memorial - Bethnal Green	51.5273496	-0.0556985
1562	Monumnet to William Forster	51.5101078	-0.1174064
1563	Monument to Charles Fryatt	51.51875159999999	-0.0814374
1564	William Pitt Statue in Hannover Square	51.5137334	-0.1444428
1565	Flaxman Gallery - UCL	51.52455920000001	-0.1340401
1566	Hiver Beers Ltd	51.4988655	-0.0746643
1567	Image of the Black in London Galleries	51.48699269999999	0.1177752
1568	Picasso's Place	51.5588886	-0.1783917
1569	Joseph Fine Art	51.5170007	-0.1263331
1570	The House Of Fine Art	51.5077995	-0.1317009
1571	Joseph Lister's monument	51.5202755	-0.1449139
1572	George Stuart White Equestrian Statue	51.5202755	-0.1449139
1573	Bomber Harris Statue	51.5130722	-0.1141015
1574	Statue of Hugh Dowding	51.5130722	-0.1141015
1575	General Sikorski statue - Portland Place	51.5202755	-0.1449139
1576	Brixton Vegan Market	51.4634841	-0.1129344
1577	Merton Priory Chapter House	51.4140644	-0.1816232
1578	Whittington Stone Historic Marker	51.5682555	-0.1399599
1579	Euston War memorial	51.5305134	-0.122735
1580	Rose Mac Boxing	51.5026684	-0.218863
1581	London Metropolitan Archives	51.5253712	-0.1074675
1582	London Self Defence Academy	51.5282523	-0.2064186
1583	Flat Time House	51.4660826	-0.0741221
1584	St Mary's Rotherhithe	51.5003176	-0.054567
1585	St Matthew's Bethnal Green	51.5249918	-0.0677612
1586	The Antique Breadboard Museum	51.4639578	-0.2184744
1587	The Granville	51.532804	-0.2010426
1588	The Sainsbury Theatre	51.4906494	-0.2154585
1589	The LAMDA Linbury Studio	51.4906494	-0.2154585
1590	The Carne Studio Theatre	51.4906494	-0.2154585
1591	Brick Brewery	51.4692591	-0.070977
1592	Stroud Green Market	51.568481	-0.108211
1593	Edward III's Manor House	51.5003682	-0.0601149
1594	Walton Fine Arts	51.49459599999999	-0.1673201
1595	Czech Memorial Scrolls Museum	51.501179	-0.166689
1596	P21 Gallery	51.52881319999999	-0.1294811
1597	Sir John McDougall Gardens	51.49849889999999	-0.0259121
1598	Italian State Tourist Office	51.5147366	-0.1424591
1599	Ordovas	51.5111526	-0.1432574
1600	Kallos Gallery	51.5112275	-0.1473801
1601	Coningsby Gallery	51.5203421	-0.1361061
1602	Robilant + Voena	51.5083716	-0.1425644
1603	Thomas Dane Gallery	51.5082502	-0.1364526
1604	York Watergate - Embankment	51.5080939	-0.1229297
1605	Guilford castle	51.2342925	-0.5723908
1606	The Others	51.5654543	-0.0739669
1607	Rokeby Gallery	51.5231947	-0.1113222
1608	John Nicholas Antiques	51.480133	-0.1851856
1609	Inner London Crown Court	51.4988205	-0.09597589999999999
1610	London Royal Docks Open Water Swimming	51.50598189999999	0.0157546
1611	Manor House Gardens	51.4548425	0.0078697
1612	Leontia Gallery	51.5477381	-0.2245634
1613	The White Cube, Mason's Yard	51.5076125	-0.1372408
1614	BSMT Space	51.55076760000001	-0.07527919999999999
1615	Roman Catholic Church of The English Martyrs	51.51130000000001	-0.0722234
1616	Albert Road Recreation Ground	51.60140209999999	-0.1322229
1617	St anne and St Agnes	51.516492	-0.096288
1618	Well Hung	51.5335778	-0.0803474
1619	Paddington Recreation Ground	51.5285755	-0.1843816
1620	Seasons Supper Club	51.5193237	-0.0739426
1621	John Madejski Garden	51.4949783	-0.1841029
1622	Queen Alexandra's House	51.49996849999999	-0.178867
1623	Pelham Galleries	51.510667	-0.1458846
1624	Geffrye Museum Food Market	51.5073509	-0.1277583
1625	Robert K Burt Gallery	51.50382399999999	-0.09457979999999999
1626	Jeevan Thapa	51.51502809999999	-0.0325315
1627	Drawing Room	51.4949031	-0.07886499999999999
1628	Sunny Art Centre	51.5192668	-0.1116277
1629	Fusion Table Tennis Club	51.4849414	-0.0508567
1630	Camberwell Market	51.47480729999999	-0.0920872
1631	Skates and Ladders	51.5073509	-0.1277583
1632	Hackney Flea Market	51.5620613	-0.0780999
1633	Salopian Kitchen Garden	51.4719869	-0.3483492
1634	Hayward Adventure Playground	51.5462388	-0.1211113
1635	Toffee Park Adventure Playground	51.526584	-0.09412459999999999
1636	Timbuktu Adventure Playground	51.5689955	-0.1201152
1637	Crumbles Castle Adventure Playground	51.5395116	-0.1171344
1638	Martin Luther King Adventure Playground	51.5479622	-0.1102167
1639	Lumpy Hill Adventure Playground	51.5462388	-0.1211113
1640	Nags Head Market	51.5583247	-0.1182806
1641	Royal College of Nursing Library	51.5160104	-0.1459739
1642	Adrian Alan Ltd	51.5086406	-0.1516382
1643	Nicholas Wells Antiques	51.5172622	-0.1424949
1644	Chisenhale Gallery	51.5328929	-0.0396974
1645	Royal Armouries	51.50811239999999	-0.0759493
1646	Redbridge Drama Centre	51.5984513	0.0274205
1647	Rhn Tennis	51.44621	0.216872
1648	Jord and Lib's Portfolio	53.3014775	-0.8114939
1649	Cheap Umrah Deals	51.5073509	-0.1277583
1650	Offie & Toffee	51.527264	-0.0558778
1651	Staffords Gallery	51.510735	-0.128027
1652	Regent's Conferences & Events	51.5263515	-0.1547212
1653	V-Tennis	51.5084856	-0.2527581
1654	Gallery of Antique Costume and Textiles	51.52457	-0.169129
1655	Apolaki Krav Maga & Dirty Boxing Academy	51.568385	0.118377
1656	Fashion Space Gallery	51.5153237	-0.1429916
1657	Gallery 75	51.5126404	-0.2021079
1658	Peekaboo Vintage	51.5496585	-0.2350356
1659	Parliament Hill Cricket Ground	51.5562602	-0.1510732
1660	Parliament Hill Tennis Courts	51.5599134	-0.1507935
1661	ISKCON South London	51.3928962	-0.0707684
1662	Running Club London - We Run	51.5312705	-0.1569694
1663	Palm Tree Gallery	51.5190456	-0.2075684
1664	Gerald Moore Gallery	51.4395195	0.0357756
1665	Hagers Shul	51.577965	-0.208412
1666	Marie Wendy Jackson Gallery	51.5227793	-0.1854954
1667	Rum Ramble	51.5248206	-0.0737388
1668	TriSpace Gallery	51.494296	-0.061414
1669	Tempus Gallery	51.5212858	-0.0718801
1670	W3 Gallery	51.5072556	-0.271901
1671	BKD	51.536323	-0.0793699
1672	Brentford Market	51.4832115	-0.3076865
1673	Dandelion Health	51.4562286	-0.1655568
1674	Heartbreak Gallery - official gallery for Jack Vettriano	51.5176419	-0.1508854
1675	Carre d'artistes - Galerie d'art	51.5133302	-0.1474553
1676	Matts Gallery	51.5189844	-0.0356722
1677	Sweet Spot10	51.50228809999999	-0.0813396
1678	LGBT Heart	51.5467196	-0.0867358
1679	Clancys pub charlton	51.4944386	0.0449034
1680	Villa in Canto - Lauderdale House	51.569267	-0.143254
1681	Golden Carousel Ltd	51.5030276	-0.1194363
1682	Anise Gallery	51.50205099999999	-0.07234499999999999
1683	SW1 Gallery	51.4979387	-0.1413631
1684	Barakat Gallery	51.51284589999999	-0.1479463
1685	Carville Hall War Memorial Park	51.486073	-0.3101169
1686	Rivington Place	51.5264223	-0.0791084
1687	Clermont Club	51.5093695	-0.1465545
1688	Judy Greenwood Antiques	51.47904	-0.1996592
1689	Christopher Gibbs	51.4905416	-0.1536626
1690	Bac Opera	51.4649288	-0.1591542
1691	Vilma Gold	51.5259958	-0.0822932
1692	Hammer Sidi	51.5185688	-0.07194389999999999
1693	Contemporary Art Society	51.5260746	-0.09669140000000001
1694	The Blue Gallery	51.52339569999999	-0.1001421
1695	Cinch	51.5135607	-0.1385127
1696	Board X Snowboard Festival	51.5291365	-0.07750520000000001
1697	Capital Helpline	51.5006826	-0.1274981
1698	Vanderbilt Racquet Club	51.5054142	-0.2198622
1699	Association Gallery	51.52475	-0.0825727
1700	Plashet Zoo	51.5406287	0.0462517
1701	Soviet Carpet & Art Galleries	51.5599548	-0.2195851
1702	Museum of Culinary History and Alimentation (MoCHA)	51.5183003	0.0118783
1703	Dazzle	51.507199	-0.113625
1704	Bravura Creative Art Studio	51.4769081	-0.2033548
1705	Julian Simon Fine Art	51.5074754	-0.1389263
1706	Judith Clark Costume Gallery	51.51688	-0.200434
1707	Institute of International Visual Arts	51.5266171	-0.0792242
1708	Patricia Kleinman	51.6250668	-0.1193359
1709	Guidephone	51.5073509	-0.1277583
1710	Cabaret Mechanical Theatre	51.5856351	-0.1821625
1711	Andrew Mummery Gallery	51.5247993	-0.1020422
1712	Maureen Paley	51.5251722	-0.0559263
1713	Lux Centre	51.5273451	-0.0819357
1714	Caelt Gallery	51.5146537	-0.1995234
1715	Tryon & Swan Gallery	51.5100263	-0.141338
1716	Anthony d'Offay Gallery	51.5142695	-0.1456033
1717	Pearson Gallery	51.5073509	-0.1277583
1718	Peter Scott Visitors' Center	51.5073509	-0.1277583
